Reviews,Ratings,Processed_Date
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",3.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",2.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",4.0,"Sep, 2022"
"Sep, 2022",5.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2022",1.0,"Sep, 2022"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",1.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",3.0,"Sep, 2021"
"Sep, 2021",2.0,"Sep, 2021"
"Sep, 2021",5.0,"Sep, 2021"
"Sep, 2021",4.0,"Sep, 2021"
